"z","y","x","ch"
19,310,912,3
10,1358,1258,3
14,752,928,3
16,486,1148,3
12,1282,1164,3
10,1552,924,3
4,2006,882,3
12,1388,1118,3
23,326,730,3
12,966,642,3
8,1626,300,3
4,1798,1398,3
14,666,1104,3
17,1148,992,3
15,584,1108,3
11,1292,374,3
10,1286,842,3
22,510,986,3
4,2034,550,3
15,974,1030,3
15,632,832,3
11,1212,1188,3
20,356,810,3
7,1668,1236,3
16,606,652,3
7,1698,966,3
11,1742,364,3
12,1540,990,3
14,1016,782,3
11,1234,754,3
14,726,1194,3
8,1512,1314,3
17,716,928,3
8,1586,1156,3
19,114,1490,3
13,852,1226,3
27,516,840,3
10,1418,1048,3
19,500,774,3
18,368,792,3
5,1472,878,3
10,1408,688,3
26,518,894,3
4,2020,148,3
16,726,1004,3
16,644,466,3
14,1104,862,3
2,2008,470,3
14,784,382,3
6,1608,1154,3
15,616,896,3
16,592,188,3
16,556,844,3
15,684,308,3
15,838,972,3
11,1776,480,3
16,668,854,3
13,958,576,3
15,910,1040,3
22,406,1094,3
7,1800,226,3
9,1708,450,3
15,728,332,3
9,1280,1256,3
14,858,902,3
13,1086,724,3
24,404,668,3
17,294,744,3
8,1410,1230,3
14,1096,1092,3
7,1578,1134,3
10,1426,1150,3
20,338,720,3
6,1698,6,3
11,1418,1132,3
21,278,984,3
11,1104,738,3
27,368,962,3
15,470,1110,3
15,1342,1080,3
20,1230,912,3
14,1202,1128,3
12,1120,984,3
14,934,762,3
11,1302,1266,3
5,1684,1186,3
15,680,364,3
5,1992,360,3
19,1158,910,3
22,546,740,3
18,622,488,3
6,1756,26,3
14,724,886,3
15,1224,806,3
24,484,788,3
10,1774,274,3
17,1302,1034,3
16,564,902,3
14,924,486,3
18,1346,998,3
9,1510,336,3
5,1866,328,3
17,462,874,3
16,946,912,3
5,1766,1254,3
9,1302,1292,3
13,868,1160,3
11,1896,242,3
21,118,990,3
20,584,646,3
10,1530,314,3
14,746,336,3
28,482,888,3
13,1232,796,3
15,606,1076,3
21,1176,914,3
15,822,994,3
5,1858,548,3
21,340,1220,3
8,1536,818,3
9,1400,906,3
13,816,122,3
15,1184,888,3
18,654,918,3
16,666,1028,3
14,1322,938,3
16,650,856,3
13,1310,904,3
14,742,1060,3
6,1460,982,3
7,1562,1198,3
15,752,1118,3
9,1636,464,3
20,340,1052,3
10,1224,622,3
4,1994,486,3
14,1128,774,3
9,1386,1158,3
13,1204,1158,3
15,760,442,3
5,1882,358,3
14,750,1284,3
15,732,302,3
17,1126,886,3
16,1158,1088,3
16,304,1174,3
24,482,762,3
4,2016,330,3
9,1520,96,3
4,1906,506,3
11,1146,1266,3
4,1988,306,3
15,772,266,3
10,1464,1016,3
15,1272,898,3
7,1736,82,3
15,774,290,3
9,1526,1258,3
12,1244,1042,3
5,1744,1008,3
17,420,990,3
9,1282,1388,3
6,1704,1132,3
16,736,1122,3
6,1676,514,3
21,388,810,3
12,1300,790,3
11,1056,1412,3
10,1218,1162,3
5,1898,74,3
13,870,810,3
16,440,1144,3
14,936,994,3
6,1800,4,3
8,1544,284,3
16,708,982,3
7,1502,380,3
6,1678,364,3
16,672,1068,3
9,1578,768,3
14,844,1128,3
15,776,156,3
8,1786,156,3
7,1542,1302,3
11,1860,252,3
14,940,1028,3
12,934,1256,3
13,1152,1164,3
8,2026,564,3
7,1708,42,3
28,442,1016,3
9,1736,284,3
19,380,880,3
10,1468,762,3
15,686,28,3
18,622,1018,3
18,534,924,3
14,660,244,3
7,1898,316,3
7,1902,114,3
21,358,824,3
15,952,882,3
20,312,1012,3
10,1564,734,3
15,1870,388,3
7,1626,816,3
13,748,1416,3
14,1390,1044,3
16,586,218,3
17,1242,904,3
4,1824,1118,3
20,374,798,3
16,1330,1074,3
16,674,946,3
6,1688,1066,3
6,1370,872,3
12,1342,1166,3
20,1086,908,3
16,840,888,3
8,2018,636,3
11,1826,254,3
8,1450,1002,3
12,1028,1234,3
18,294,718,3
16,738,490,3
18,556,820,3
14,942,484,3
15,628,874,3
15,626,1000,3
11,1238,554,3
15,770,900,3
14,1364,1024,3
17,1342,922,3
5,1630,1482,3
10,1322,1124,3
9,1408,946,3
6,1592,1002,3
27,460,952,3
19,162,1426,3
14,756,1034,3
23,530,652,3
10,1578,748,3
13,1850,244,3
13,1060,836,3
4,1806,1292,3
11,1524,1124,3
9,1410,1254,3
9,1608,884,3
17,612,942,3
12,900,1336,3
18,1306,906,3
7,1632,1236,3
8,1558,26,3
8,1578,158,3
14,1404,998,3
11,1748,254,3
14,788,524,3
9,2012,686,3
14,740,378,3
11,1042,1120,3
9,1674,1126,3
12,1430,836,3
24,524,964,3
11,1370,746,3
16,674,1032,3
10,1246,744,3
18,1068,940,3
14,1338,796,3
14,886,1100,3
11,1664,278,3
13,952,188,3
27,516,686,3
10,1282,1016,3
9,1578,972,3
19,154,1446,3
18,394,1158,3
13,1164,1012,3
18,506,786,3
14,816,370,3
5,2000,96,3
13,926,464,3
11,1222,62,3
20,266,898,3
15,776,446,3
10,1352,1202,3
12,1084,1036,3
15,742,472,3
5,1832,722,3
7,1572,568,3
11,1506,898,3
18,224,1358,3
18,456,1048,3
20,548,1010,3
17,986,850,3
12,974,814,3
23,312,726,3
16,994,1018,3
6,1752,154,3
15,520,576,3
8,1550,840,3
9,1534,1196,3
18,268,1196,3
4,1954,82,3
18,416,1146,3
5,1754,94,3
9,1668,412,3
14,768,934,3
12,1172,822,3
9,1520,236,3
17,268,1022,3
2,2034,866,3
12,990,1308,3
12,1836,328,3
9,1718,508,3
29,504,874,3
6,1812,290,3
12,1188,110,3
12,1038,1422,3
16,668,538,3
7,1692,1096,3
16,498,898,3
7,1454,1290,3
13,1142,1132,3
8,1594,54,3
3,2036,194,3
15,692,418,3
12,998,1066,3
15,744,1054,3
17,518,928,3
22,496,924,3
13,682,880,3
19,442,1130,3
17,520,1010,3
16,1008,830,3
16,648,1002,3
17,350,1218,3
14,1194,1066,3
10,1770,506,3
6,1938,454,3
8,1340,842,3
9,1434,1120,3
8,1558,354,3
16,698,984,3
10,1830,346,3
13,944,542,3
13,852,1456,3
3,1998,636,3
20,986,972,3
5,1638,1342,3
17,546,986,3
10,1496,896,3
19,322,874,3
12,1128,766,3
13,864,1244,3
23,1036,952,3
4,2036,294,3
9,1294,1422,3
10,1422,1334,3
10,1754,356,3
10,1446,240,3
16,1252,974,3
13,998,836,3
7,1590,514,3
13,784,1420,3
10,1544,1008,3
15,584,1180,3
16,592,800,3
13,1840,368,3
19,202,1344,3
13,954,760,3
13,910,1070,3
13,1172,932,3
13,680,952,3
15,664,890,3
9,2030,608,3
20,504,914,3
17,428,1160,3
9,1486,764,3
9,1668,218,3
9,1296,1096,3
6,1660,96,3
16,410,1308,3
6,1756,88,3
10,1568,982,3
14,1802,284,3
10,1370,1366,3
12,1040,1140,3
19,578,986,3
10,1872,268,3
12,1358,1142,3
4,1880,1268,3
10,1542,38,3
16,608,568,3
13,1306,822,3
10,1336,1228,3
14,906,1088,3
17,602,730,3
9,1652,204,3
17,1316,866,3
9,1384,660,3
10,1520,842,3
8,1550,1164,3
7,1622,1294,3
12,1074,1006,3
7,1924,412,3
5,1690,1172,3
7,1514,1272,3
7,1846,380,3
7,1578,462,3
21,1076,994,3
11,1434,1156,3
14,838,292,3
6,1922,436,3
9,1342,1368,3
28,458,898,3
3,1954,976,3
12,1276,1180,3
15,728,1166,3
4,2040,882,3
10,1696,300,3
3,2038,698,3
12,1514,968,3
14,880,402,3
11,1872,276,3
17,574,560,3
13,816,1190,3
8,2018,706,3
17,668,474,3
15,690,448,3
4,2022,538,3
10,1842,342,3
22,504,696,3
15,1138,1050,3
19,410,858,3
14,704,974,3
16,1290,918,3
9,1426,1018,3
19,336,1266,3
12,834,1204,3
15,796,950,3
4,1514,1316,3
5,1882,446,3
13,968,1062,3
19,328,1190,3
16,670,1142,3
6,1640,1152,3
4,1884,106,3
14,1226,778,3
15,990,798,3
9,1374,1214,3
20,584,874,3
14,908,320,3
12,1272,1052,3
8,1262,1158,3
22,540,932,3
6,1788,390,3
10,1140,806,3
15,508,684,3
12,918,1166,3
16,1218,896,3
13,932,850,3
13,1220,792,3
15,778,326,3
17,592,1062,3
21,484,932,3
12,904,590,3
14,1042,886,3
10,1576,846,3
9,1534,668,3
10,1716,374,3
13,790,1020,3
8,1462,704,3
17,448,1170,3
11,1232,14,3
11,1286,878,3
20,372,1068,3
11,1172,1236,3
12,1080,226,3
16,532,638,3
9,1612,950,3
15,974,814,3
9,1586,1012,3
7,1636,958,3
19,1194,892,3
21,446,946,3
10,1534,192,3
18,448,980,3
9,1804,364,3
15,1278,846,3
9,1278,1196,3
19,300,1258,3
20,564,660,3
9,1556,742,3
5,1698,992,3
9,1792,244,3
13,1274,1094,3
15,496,1080,3
7,1838,1302,3
3,1766,84,3
8,1570,1292,3
5,2038,802,3
20,554,1032,3
4,1942,1026,3
11,1432,1182,3
17,590,722,3
5,1718,1322,3
10,1368,1048,3
7,2022,712,3
17,658,514,3
15,630,1138,3
12,906,1294,3
13,910,456,3
19,644,856,3
12,1126,112,3
16,632,590,3
18,1154,1066,3
20,324,702,3
6,1506,1088,3
6,1982,60,3
7,1776,402,3
13,752,1046,3
16,742,436,3
4,1948,474,3
19,496,1104,3
18,230,1382,3
12,1056,1244,3
6,2038,380,3
8,1358,1108,3
14,458,1110,3
4,1880,1404,3
19,478,980,3
10,1488,802,3
8,1560,914,3
9,1346,1508,3
12,1818,280,3
21,390,992,3
15,594,1122,3
25,318,902,3
8,1518,32,3
15,588,1134,3
4,2018,54,3
12,1810,214,3
17,1282,1012,3
16,684,1148,3
11,950,836,3
11,1050,1162,3
21,266,976,3
8,1954,162,3
14,888,354,3
21,428,750,3
8,1784,196,3
19,1270,1046,3
21,982,934,3
13,1104,934,3
5,1766,862,3
12,1538,1020,3
9,1490,1206,3
10,1412,974,3
3,2034,942,3
15,1190,842,3
10,1436,50,3
9,1708,202,3
14,816,1132,3
11,1340,950,3
8,1458,16,3
13,864,1204,3
7,1660,1002,3
12,1332,964,3
16,676,272,3
4,2002,432,3
15,1194,1092,3
10,1502,40,3
10,1748,380,3
8,1698,464,3
11,1540,1224,3
7,1728,38,3
4,1844,612,3
21,430,776,3
14,926,980,3
14,1116,14,3
17,1030,872,3
15,680,1120,3
15,604,584,3
9,1610,134,3
17,636,514,3
12,1018,940,3
8,1606,324,3
13,1264,788,3
16,874,884,3
7,1710,212,3
9,1620,80,3
4,1958,538,3
19,254,940,3
13,1166,1110,3
15,866,876,3
13,926,530,3
14,694,1222,3
20,1028,994,3
7,1796,60,3
11,1582,1040,3
16,524,878,3
4,2026,304,3
15,556,1064,3
8,1634,900,3
4,1856,1264,3
18,574,620,3
10,1414,1144,3
14,986,676,3
15,1102,816,3
22,440,1044,3
7,1972,348,3
19,334,1070,3
13,1094,1066,3
20,1080,878,3
10,1534,1010,3
9,1946,338,3
18,316,1220,3
13,1120,734,3
5,1756,696,3
9,1690,476,3
10,1556,1010,3
14,858,1122,3
9,1796,164,3
18,1124,852,3
4,1766,1316,3
15,728,260,3
20,430,1030,3
9,1670,1014,3
15,1842,328,3
17,326,850,3
11,1300,838,3
10,1300,1212,3
10,1342,1218,3
5,2004,870,3
17,428,632,3
14,834,316,3
13,784,1320,3
20,498,894,3
4,2020,178,3
6,1976,304,3
6,1540,838,3
24,510,864,3
3,2022,716,3
18,616,1062,3
4,1856,438,3
17,550,1012,3
9,1336,1238,3
11,1182,1076,3
9,1632,1050,3
4,2006,650,3
9,1494,1188,3
6,2004,210,3
9,1266,1046,3
13,826,1100,3
16,612,166,3
6,1502,800,3
21,428,664,3
13,1406,930,3
11,1334,980,3
9,1494,180,3
8,1562,240,3
12,1202,116,3
15,694,524,3
11,1472,1064,3
15,702,1038,3
9,1630,792,3
23,516,688,3
16,682,384,3
15,1222,820,3
23,320,702,3
6,1532,934,3
10,1508,796,3
8,1548,944,3
6,1970,272,3
11,1652,168,3
11,1460,878,3
11,1542,256,3
19,532,652,3
14,778,962,3
15,988,972,3
14,1122,804,3
6,1616,1350,3
6,2042,770,3
10,1460,736,3
23,6,536,3
7,1598,842,3
15,872,260,3
14,684,1138,3
9,1592,322,3
15,770,1040,3
13,960,598,3
7,1624,46,3
12,900,1002,3
17,1116,910,3
13,1828,418,3
19,566,638,3
7,1566,848,3
4,2040,228,3
6,1776,24,3
13,962,444,3
12,1220,760,3
8,1760,510,3
12,1160,1030,3
4,1986,780,3
12,1092,532,3
11,1134,1256,3
16,616,498,3
15,676,54,3
16,562,790,3
16,700,260,3
12,1144,1214,3
8,1600,1294,3
8,1836,132,3
18,568,1074,3
8,1648,1164,3
4,1912,108,3
8,1606,1152,3
17,196,1352,3
16,658,968,3
27,466,898,3
14,914,910,3
7,1620,874,3
13,832,982,3
13,964,886,3
14,888,248,3
18,212,772,3
15,1044,860,3
4,1790,1340,3
8,1660,356,3
18,438,926,3
13,1234,768,3
12,1324,1210,3
11,1252,966,3
21,1222,924,3
9,1284,850,3
28,374,976,3
6,1748,1318,3
9,1530,1088,3
15,992,830,3
6,1726,82,3
18,292,774,3
10,1520,740,3
10,1650,438,3
13,1092,1108,3
12,1084,1116,3
5,1746,1252,3
21,498,906,3
9,1430,116,3
14,776,1238,3
11,1216,50,3
10,1288,1200,3
14,848,248,3
15,1446,1040,3
13,1366,970,3
11,1096,1256,3
17,1036,934,3
13,886,1068,3
15,802,422,3
20,1174,1000,3
18,358,894,3
13,840,1042,3
12,1182,1192,3
10,1552,154,3
6,1606,990,3
8,1594,872,3
8,1466,940,3
13,1036,938,3
15,756,368,3
14,768,462,3
8,1620,828,3
9,1490,756,3
7,1692,1206,3
9,1822,340,3
5,2018,388,3
17,556,1032,3
8,1588,420,3
10,1142,1466,3
13,928,324,3
16,606,770,3
21,548,650,3
12,1264,14,3
19,468,810,3
12,1326,764,3
6,2042,754,3
10,1496,1142,3
3,2012,588,3
17,654,480,3
20,1098,974,3
11,1286,78,3
12,1176,60,3
12,1784,196,3
5,1744,1188,3
11,1218,964,3
7,1530,910,3
14,1238,1154,3
8,1604,818,3
15,720,426,3
21,420,1098,3
11,1518,870,3
15,718,290,3
6,1842,328,3
11,1188,1036,3
14,1066,750,3
4,1770,1234,3
9,1770,158,3
13,1828,312,3
18,518,576,3
14,844,206,3
13,766,1514,3
5,1776,1146,3
10,1432,1304,3
10,1382,1300,3
11,1438,760,3
19,180,1422,3
13,1492,912,3
10,1470,1166,3
14,1348,1070,3
10,1782,440,3
10,1522,946,3
4,2040,832,3
19,474,660,3
15,1332,974,3
15,504,1084,3
14,674,1132,3
14,824,330,3
10,1638,42,3
12,1066,1050,3
6,1870,338,3
12,992,970,3
3,2036,974,3
9,1392,1228,3
16,562,560,3
14,748,1190,3
7,1602,1246,3
11,1484,1106,3
20,578,718,3
13,968,1192,3
17,606,528,3
17,360,710,3
9,1462,200,3
14,764,240,3
4,1940,498,3
10,1764,228,3
2,1988,370,3
12,1014,924,3
4,1796,1134,3
28,392,1020,3
7,1574,942,3
10,1778,32,3
19,312,788,3
11,1358,864,3
10,1580,806,3
11,1304,4,3
11,1508,870,3
13,1428,1012,3
18,388,1134,3
17,658,1058,3
10,1308,1196,3
15,766,1124,3
10,1924,334,3
21,388,724,3
9,1858,366,3
20,198,1382,3
17,536,660,3
15,1774,354,3
7,1600,956,3
14,912,166,3
18,1272,910,3
11,1588,896,3
14,670,474,3
3,2000,326,3
21,1206,884,3
16,700,506,3
16,560,938,3
11,1474,876,3
10,1226,1000,3
15,862,1104,3
10,1582,1022,3
13,1318,776,3
16,642,492,3
15,878,940,3
19,1216,894,3
9,1624,420,3
8,1396,1304,3
20,570,946,3
19,234,1298,3
11,1112,578,3
11,1302,1104,3
8,1278,1180,3
13,1092,930,3
19,504,866,3
11,1706,296,3
13,874,900,3
12,1200,754,3
10,1386,226,3
13,1210,880,3
3,2022,228,3
16,376,1594,3
13,918,250,3
5,1950,182,3
8,1818,216,3
15,872,896,3
16,490,1114,3
10,1574,900,3
19,1090,990,3
15,642,660,3
16,704,1002,3
15,978,922,3
14,876,532,3
21,336,886,3
14,764,1050,3
21,1284,928,3
16,510,998,3
11,1242,836,3
12,1018,1112,3
10,1450,1254,3
12,1308,1080,3
9,1634,1114,3
16,1446,892,3
9,1534,1186,3
12,812,964,3
21,48,544,3
19,104,1510,3
19,536,990,3
29,476,918,3
12,1162,802,3
9,1558,1126,3
6,1810,108,3
15,778,232,3
26,448,928,3
14,728,1314,3
5,2032,838,3
13,1698,268,3
6,1808,316,3
16,1134,1002,3
15,722,1232,3
8,1468,850,3
5,1750,1136,3
19,622,518,3
16,578,636,3
5,1796,166,3
5,1924,254,3
17,372,976,3
13,1370,896,3
9,1440,1232,3
13,1062,740,3
13,818,1376,3
9,1624,206,3
16,618,212,3
15,712,1134,3
13,954,978,3
11,1188,1112,3
9,1420,872,3
13,1180,772,3
12,1772,238,3
16,1118,814,3
21,372,776,3
17,602,174,3
4,1812,1130,3
8,1822,486,3
19,316,1142,3
15,682,286,3
14,648,1124,3
5,1936,240,3
16,558,690,3
28,410,944,3
17,1140,982,3
24,352,1008,3
10,1494,68,3
9,1710,528,3
11,1350,1070,3
9,1216,976,3
13,1040,706,3
17,1244,918,3
14,738,96,3
10,1402,1066,3
21,410,948,3
4,1574,1052,3
14,884,846,3
20,596,1076,3
14,1044,1022,3
13,1020,1176,3
13,924,818,3
7,1764,82,3
13,1234,812,3
5,1632,190,3
16,754,904,3
5,1610,138,3
4,1982,200,3
18,1168,1036,3
10,1650,254,3
15,1260,788,3
11,1470,866,3
18,582,556,3
13,950,80,3
16,576,1028,3
7,1462,1222,3
15,752,212,3
9,1536,836,3
15,746,428,3
20,300,1174,3
19,580,754,3
13,884,450,3
9,1524,770,3
14,694,1030,3
14,1008,1044,3
9,1632,188,3
10,988,806,3
10,1494,852,3
23,502,670,3
5,1776,1332,3
10,1234,4,3
17,610,662,3
6,1516,1130,3
17,626,616,3
10,1422,1090,3
4,1728,278,3
13,832,1118,3
14,768,1088,3
16,494,688,3
10,1478,1146,3
16,370,840,3
14,920,934,3
14,794,1218,3
14,1242,786,3
7,1548,442,3
9,1514,1128,3
5,1968,18,3
17,562,526,3
6,1464,1282,3
6,1792,336,3
4,1990,26,3
13,908,892,3
17,630,322,3
5,2020,904,3
9,1602,804,3
8,1804,416,3
9,1236,770,3
20,558,560,3
11,1212,116,3
18,518,938,3
18,606,878,3
18,650,362,3
15,490,660,3
12,822,894,3
10,1472,950,3
13,988,850,3
16,940,972,3
15,832,234,3
12,1208,944,3
19,412,726,3
21,386,1134,3
11,1304,926,3
19,356,1016,3
17,1196,1032,3
13,840,1188,3
8,1796,368,3
12,1276,1200,3
11,910,948,3
15,730,912,3
4,2006,360,3
15,724,440,3
11,1240,1180,3
4,2032,446,3
13,1242,1080,3
12,1660,234,3
9,1622,368,3
19,574,1028,3
14,948,914,3
9,1604,240,3
15,576,724,3
4,1834,70,3
13,826,1218,3
14,1356,1082,3
20,1234,936,3
8,1316,776,3
6,1850,208,3
11,916,914,3
16,614,620,3
11,1366,908,3
10,1638,198,3
10,1426,720,3
14,1266,856,3
16,676,1082,3
18,1180,1084,3
7,1696,242,3
20,488,660,3
11,1512,1144,3
17,666,420,3
17,1282,862,3
4,1886,1092,3
12,1128,16,3
18,450,1126,3
15,1152,936,3
5,1770,1154,3
9,1352,1344,3
10,1342,1092,3
15,604,616,3
13,1418,868,3
13,730,1144,3
6,1470,764,3
18,530,1056,3
18,606,826,3
7,1882,156,3
20,574,798,3
13,922,1018,3
11,1752,210,3
11,1460,858,3
11,1268,1140,3
14,712,1090,3
12,1058,1100,3
10,1484,850,3
12,1036,96,3
13,952,796,3
14,1284,864,3
19,1254,876,3
3,2010,674,3
13,1334,752,3
5,1876,390,3
14,968,54,3
8,1404,1140,3
19,208,1486,3
8,1542,202,3
15,750,396,3
13,1008,62,3
19,564,914,3
11,1216,1060,3
12,1234,26,3
16,1334,958,3
12,986,732,3
21,1036,924,3
15,812,1104,3
6,1848,54,3
11,1540,294,3
6,1678,1284,3
16,1274,1002,3
16,1112,846,3
17,330,1076,3
12,1422,828,3
8,1522,752,3
9,1522,126,3
9,1432,808,3
15,634,940,3
16,736,294,3
9,1958,262,3
13,974,952,3
24,330,914,3
18,268,1278,3
16,608,90,3
8,1576,956,3
15,566,662,3
17,972,964,3
15,824,104,3
15,1010,924,3
16,1116,866,3
13,1044,72,3
18,1134,976,3
16,440,1158,3
7,1344,1090,3
13,1108,1044,3
16,660,980,3
7,1422,828,3
18,592,466,3
17,604,494,3
4,1768,1124,3
18,538,580,3
7,1432,866,3
11,1486,1062,3
13,866,1466,3
15,650,1072,3
9,1740,404,3
12,1164,48,3
20,328,1108,3
11,1318,1186,3
19,452,1144,3
11,1042,708,3
21,374,924,3
5,1828,1262,3
9,1590,912,3
11,1330,766,3
20,334,1162,3
12,1432,864,3
10,1338,134,3
5,1626,1248,3
13,1132,786,3
15,872,842,3
5,1758,318,3
14,1000,918,3
7,1570,1224,3
18,556,938,3
5,1482,810,3
16,690,458,3
5,1540,1238,3
21,526,982,3
10,1542,912,3
5,2006,220,3
10,1782,220,3
20,274,698,3
6,1616,1170,3
8,1432,1052,3
15,664,170,3
15,1344,1124,3
30,452,910,3
13,1372,1138,3
12,950,830,3
8,1534,1122,3
17,836,900,3
14,886,394,3
16,936,884,3
11,1432,984,3
13,1748,294,3
7,1814,74,3
12,942,810,3
4,2022,420,3
9,1572,1052,3
16,1108,912,3
9,1274,1090,3
15,694,378,3
16,666,526,3
19,1150,936,3
11,1610,202,3
11,966,828,3
10,1358,1178,3
8,1510,970,3
20,348,1170,3
10,1374,1122,3
8,1880,138,3
7,1616,506,3
18,1272,1084,3
7,1622,1074,3
13,1038,744,3
14,1020,792,3
9,1826,434,3
17,508,726,3
7,1254,1170,3
9,1474,866,3
12,1762,218,3
13,882,1242,3
19,496,708,3
16,706,482,3
13,1386,858,3
10,1460,944,3
18,1080,996,3
18,260,1308,3
9,1450,1194,3
4,1820,220,3
13,1758,348,3
13,1152,1138,3
20,1120,972,3
15,1058,870,3
10,1090,984,3
11,1466,850,3
12,1034,1044,3
13,910,928,3
9,1668,310,3
20,510,648,3
14,1012,50,3
14,782,266,3
8,1460,746,3
21,470,660,3
21,492,624,3
9,1594,902,3
15,610,322,3
7,1694,34,3
18,306,1354,3
10,1886,154,3
15,712,1144,3
16,584,906,3
10,1342,1144,3
17,1110,998,3
10,1578,148,3
6,1670,1340,3
8,1580,1240,3
10,1302,1184,3
11,992,796,3
18,222,1400,3
23,468,762,3
18,634,494,3
8,1630,378,3
5,2024,438,3
11,1646,1076,3
13,1206,1112,3
3,1886,158,3
12,1454,888,3
22,336,1182,3
6,1668,1350,3
14,904,488,3
16,454,1126,3
9,1352,1120,3
7,1570,1188,3
8,1438,1180,3
15,710,436,3
6,1952,446,3
13,1434,1054,3
15,654,334,3
14,850,884,3
4,1918,460,3
17,624,982,3
14,830,486,3
10,1538,848,3
10,1328,1154,3
8,1338,796,3
14,898,336,3
7,1638,850,3
23,284,878,3
16,324,1064,3
14,796,1114,3
5,1560,1012,3
18,906,892,3
4,1948,44,3
17,904,926,3
12,1492,804,3
10,1468,1026,3
15,952,914,3
17,888,900,3
9,1342,1188,3
12,1344,1090,3
16,1242,1076,3
15,1004,928,3
21,342,1122,3
16,670,258,3
9,1544,932,3
11,1150,1004,3
7,1390,1118,3
11,1180,4,3
12,1014,1152,3
17,630,240,3
16,504,654,3
9,1476,274,3
10,1592,1002,3
20,504,1094,3
9,1318,1202,3
25,388,992,3
10,1586,792,3
10,1286,68,3
10,1786,148,3
9,1652,992,3
7,1438,1156,3
9,1626,218,3
14,786,1228,3
7,1540,990,3
11,1400,1176,3
22,400,1112,3
8,2014,348,3
12,1500,1076,3
17,622,142,3
5,1678,1100,3
15,518,692,3
11,1268,1064,3
11,1672,318,3
14,1128,862,3
17,1146,868,3
13,854,1432,3
10,1190,1184,3
8,1522,868,3
13,874,842,3
12,1724,218,3
13,958,1332,3
15,876,244,3
12,1178,878,3
15,466,1130,3
9,1462,838,3
16,654,1138,3
20,292,986,3
10,1552,1106,3
12,1314,1214,3
6,2038,356,3
15,722,952,3
14,1424,1012,3
21,326,1078,3
15,888,938,3
5,1486,1106,3
8,1452,1254,3
4,1990,792,3
15,922,998,3
8,2024,718,3
4,1628,1266,3
7,1746,454,3
6,1316,1216,3
17,290,950,3
18,1190,1046,3
6,1688,1146,3
21,432,848,3
11,1566,268,3
12,1444,876,3
9,1564,830,3
11,974,874,3
6,1442,1106,3
14,518,984,3
8,1456,892,3
18,234,1330,3
16,1270,1050,3
20,336,784,3
18,338,1084,3
11,1036,972,3
12,750,1192,3
8,1666,512,3
6,1520,742,3
18,506,1094,3
15,1286,1104,3
7,1376,1124,3
19,462,1128,3
8,1318,1188,3
22,498,762,3
23,456,654,3
16,706,384,3
10,1366,870,3
8,1532,648,3
15,690,1086,3
12,1210,904,3
6,2014,4,3
12,1254,764,3
8,1248,1106,3
18,616,1094,3
10,1558,996,3
17,1144,974,3
15,1790,248,3
14,806,1156,3
16,454,1142,3
13,752,1140,3
13,1054,900,3
9,1776,170,3
10,1510,1154,3
12,938,916,3
10,1264,1222,3
15,670,380,3
15,1180,876,3
17,290,1008,3
14,1448,1032,3
8,1586,1216,3
13,790,364,3
10,1784,470,3
12,610,1076,3
16,964,940,3
11,1384,1132,3
3,2040,460,3
5,1708,242,3
10,1404,874,3
22,396,1110,3
14,1144,974,3
16,656,292,3
12,932,876,3
21,558,982,3
4,1986,92,3
17,1084,856,3
7,1962,408,3
16,528,984,3
11,1240,1158,3
15,596,684,3
3,2020,1020,3
6,1800,1124,3
8,1508,1104,3
15,852,1176,3
16,494,626,3
19,492,596,3
11,1194,1066,3
10,1396,1296,3
11,1410,866,3
12,1326,1194,3
13,930,476,3
10,1466,718,3
8,1482,852,3
17,920,892,3
6,1438,1040,3
6,1542,1080,3
9,1372,1134,3
24,384,1038,3
4,1492,986,3
14,784,1118,3
10,1588,782,3
21,418,988,3
4,2018,208,3
14,760,1100,3
8,1610,428,3
5,1650,1164,3
7,2042,738,3
7,1438,760,3
10,1512,1226,3
16,1162,762,3
7,1272,1094,3
21,616,866,3
7,1420,1014,3
23,368,894,3
10,1338,4,3
10,1398,1226,3
8,1922,272,3
17,380,1184,3
18,616,764,3
12,1728,304,3
9,1600,1174,3
11,1260,1196,3
26,480,918,3
14,930,880,3
4,1506,872,3
23,340,1120,3
10,1490,1134,3
21,522,630,3
14,1334,1134,3
3,1558,998,3
18,322,1148,3
12,888,900,3
19,400,974,3
14,796,1088,3
8,1540,1238,3
15,1200,782,3
8,1866,114,3
11,1456,1154,3
10,1512,1052,3
15,688,488,3
19,256,1288,3
9,1470,1176,3
12,1342,1148,3
15,702,346,3
11,1278,118,3
5,1588,898,3
18,620,1098,3
11,1182,864,3
7,1490,1130,3
11,1342,794,3
5,1494,854,3
19,1152,1014,3
7,1584,1024,3
13,940,886,3
18,1344,934,3
10,1166,944,3
7,1458,1154,3
5,1710,1108,3
4,2042,526,3
11,1586,332,3
17,238,1016,3
6,1638,200,3
11,994,838,3
7,1386,1234,3
10,1792,428,3
16,1312,1010,3
15,936,916,3
7,1458,804,3
16,674,484,3
19,264,688,3
21,250,976,3
17,630,478,3
8,1466,878,3
19,312,1088,3
12,1144,934,3
12,1432,778,3
12,1120,958,3
12,1424,886,3
10,1494,840,3
17,684,1100,3
13,1492,1086,3
16,498,1104,3
9,1536,74,3
3,2040,794,3
10,1230,802,3
9,1318,1276,3
7,1492,804,3
5,1960,180,3
5,1534,800,3
8,1490,856,3
12,924,998,3
17,602,750,3
13,1344,860,3
12,1208,966,3
9,1318,782,3
